1	taylor-m/sent/11	910930020	Cd$ CME letter	138
2	taylor-m/sent/17	911459940	Indemnification	138
3	taylor-m/sent/18	911463840	Re: Indemnification	138
4	taylor-m/sent/23	911874180	Re: Coral Energy, L.P.	138
5	taylor-m/sent/27	912396120	Bankruptcy Code revisions	138
6	taylor-m/sent/31	912570420	Re: Position Description	138
7	taylor-m/sent/33	912576240	Koch	138
8	taylor-m/sent/40	912685080	Re: Time to Celebrate!	138
9	taylor-m/sent/41	912734100	Re: Vacation Request	138
10	taylor-m/sent/44	913166040	Re: Last Message	138
11	taylor-m/sent/45	913166220	Trading Documentation - Reminder	138
12	taylor-m/sent/52	913770180	Cancellation of Swap Group Meeting	138
13	taylor-m/sent/57	913797300	HL&P	138
14	taylor-m/sent/62	913950120	Re: Waste Managment Inc.	138
15	taylor-m/all_documents/73	914218140	Indemnification Agreement	15
16	taylor-m/sent/71	914298240	Re: ECT SA Legal Team Meeting	138
17	taylor-m/all_documents/8545	914997420	1998 Bonus & 1999 Merit Year-End Process Information	45
18	taylor-m/sent/77	915416460	Ormet	138
19	taylor-m/sent/78	915423060	Ormet	138
20	taylor-m/sent/82	915698520	Friday telephone call	138
21	taylor-m/sent/83	915698760	JEDI II	138
22	taylor-m/sent/84	915699540	Re: Master Swap Agreement for HL&P	138
23	taylor-m/sent/86	915766680	Re: JEDI II	138
24	taylor-m/sent/87	915783300	Taking cash collateral in Canada	138
25	taylor-m/sent/88	915785640	UK Courts vs. Arbitration for UK Swap Agreements	138
26	taylor-m/sent/90	916104300	Houston	138
27	taylor-m/sent/95	916198740	Re: UK Courts vs. Arbitration for UK Swap Agreements	138
28	taylor-m/sent/96	916209660	Paralegal Position	138
29	taylor-m/sent/105	916363200	Thursday - Option Investor Newsletter 2 of 2	138
30	taylor-m/sent/110	916384920	Financial Trading Documentation	138
31	taylor-m/sent/111	916619280	Sunday - Option Investor Newsletter 3 of 7 (calls)	138
32	taylor-m/sent/113	916653360	Re: UK Courts vs. Arbitration for UK Swap Agreements	138
33	taylor-m/sent/114	916655100	1999 Goals	138
34	taylor-m/sent/116	916796220	Tuesday - Option Investor Newsletter 1 of 3	138
35	taylor-m/sent/117	916796280	Tuesday - Option Investor Newsletter 3 of 3	138
36	taylor-m/sent/120	917082060	Thursday - Option Investor Newsletter 2 of 2	138
37	taylor-m/sent/121	917424060	Sunday - Option Investor Newsletter 1 of 6	138
38	taylor-m/sent/123	917424120	Sunday - Option Investor Newsletter 3 of 6 (calls)	138
39	taylor-m/sent/122	917424120	Sunday - Option Investor Newsletter 2 of 6 (calls)	138
40	taylor-m/sent/124	917424180	Sunday - Option Investor Newsletter 4 of 6 (calls/puts)	138
41	taylor-m/sent/125	917424180	Sunday - Option Investor Newsletter 5 of 6 (Puts/Combos)	138
42	taylor-m/sent/126	917424180	Sunday - Option Investor Newsletter 6 of 6 (C.Calls/NkdPuts)	138
43	taylor-m/sent/130	917425200	Tuesday Option Investor Newsletter 2 of 2	138
44	taylor-m/sent/129	917425200	Tuesday Option Investor Newsletter 1 of 2	138
45	taylor-m/sent/134	917512620	Re: DAPSA	138
46	taylor-m/sent/135	917833860	Thursday Option Investor Newsletter 1 of 2	138
47	taylor-m/sent/136	917836500	Thursday Option Investor Newsletter 2 of 2	138
48	taylor-m/sent/137	917836560	Option Investor Newsletter - IMPORTANT WARNING !!	138
49	taylor-m/sent/149	918615660	Re: Vacation	138
50	taylor-m/sent/163	919649040	Robert Quick	138
51	taylor-m/sent/172	920515140	Omnibus Agreement	138
52	taylor-m/sent/173	920620560	translation	138
53	taylor-m/sent/175	921029580	Follow up: C. Fishkin's Proposal and my Comments of 2/19/99	138
54	taylor-m/sent/176	921046440	Re: Re secondment	138
55	taylor-m/sent/191	921812280		138
56	taylor-m/sent/194	921825480	Draft Template	138
57	taylor-m/sent/197	922155300	Re: Tana's trip to London	138
58	taylor-m/sent/199	922334040	Brazilian Power Trading Contratcts	138
59	taylor-m/sent/200	922364100	Re: Proposed two-month secondment to Houston	138
60	taylor-m/sent/208	922931040	Re: Burbank Agenda	138
61	taylor-m/sent/214	923889900	Credit Watch List	138
62	taylor-m/sent/215	923910000	Bankruptcy/Termination Policy	138
63	taylor-m/sent/220	924690360	Re: Derivatives provisions in Bankruptcy Reform legislation	138
64	sager-e/all_documents/1073	925714800	"Ale" Documents	53
65	taylor-m/sent/228	925725360	Re: Vacation Request	138
66	sager-e/sent/704	925783440	Contract Standardization Meeting	109
67	taylor-m/sent/231	925879680	Futures Contracts currently traded:	138
68	shackleton-s/sent/4	926301960	Confirmation Attachments	120
69	hyvl-d/all_documents/1	926318160		53
70	shackleton-s/sent/6	926328120	Demand from ECT to Sonoco Products Company ("Sonoco")	120
71	jones-t/sent/12	926389620	Belco Oil & Gas	59
72	taylor-m/sent/237	926413380	Conflicts Clearance fir ECT/Procter & Gamble Swaption	138
73	hyvl-d/all_documents/9	926415840	Washington County, OH purchases	58
74	shackleton-s/sent/15	926418960	Xerox Corp.	120
75	haedicke-m/sent/1	926428200	ECT Legal Risk Presentation	45
76	nemec-g/sent/5	926430480	Re: Baby Shower For Larry's Wife	91
77	taylor-m/sent/240	926484660	Re: ECT Legal Risk Presentation	138
78	taylor-m/sent/243	926489940	Re: Vacation	138
79	jones-t/sent/18	926497500	1st Qtr 10-Q Outstanding PBC Request Items	59
80	shackleton-s/sent/19	926498640	PG&E Financial Power Deal	120
81	jones-t/sent/20	926508960	Tax Form Revisions	59
82	hyvl-d/all_documents/14	926561880	Canadian Counterparties Needing Master Agreements	26
83	taylor-m/sent/252	926576760	URGENT - OMLX IT Agreements	138
84	hyvl-d/all_documents/15	926582700	Canadian Counterparties Needing Master Agreements	26
85	jones-t/sent/27	926595060	Enron Corp. and Subsidiary List	59
86	jones-t/sent/28	926595600	ECT Financials	59
87	jones-t/sent/36	926904000	Re: Lawyer Resume	59
88	shackleton-s/sent/38	926916960	The SmartPortfolio.Com Update	120
89	shackleton-s/sent/40	926935080	Surety bond	120
90	shackleton-s/sent/41	926997360	Re: AA letter	120
91	taylor-m/sent/255	927092520	NEW LAW CLERK...	138
92	taylor-m/sent/256	927115740	Re: Resuming Financial Risk Management Opportunity in Guam	138
93	jones-t/sent/44	927167100	Re: Duke Energy International	59
94	taylor-m/sent/258	927182280	Re: vacation days	138
95	shackleton-s/sent/45	927188820	Re: London originated financial transactions: DAPSA and Sempra	120
96	sager-e/sent/716	927193920	June meeting of Contract Standardization Group	109
97	taylor-m/sent/262	927270240	Re: June 25 - Bring Kid to Work Day	138
98	jones-t/sent/47	927270780	Master Swap Agreement Database	59
99	taylor-m/sent/264	927273420	Re: Master Swap Agreement Database	138
100	taylor-m/sent/265	927517980	Internet Trading Consultants	138
101	taylor-m/all_documents/310	927522780	Latest Update	65
102	sager-e/sent/718	927529200	ERCOT - gas forms	109
103	jones-t/sent/53	927536400	Re: Additional GCP contact - Samuel Schott	59
104	jones-t/sent/55	927544560	A reminder	59
105	shackleton-s/sent/56	927598320	Duke Energy International	120
106	taylor-m/all_documents/313	927600780	Re: Access and Trading Agreements	65
107	shackleton-s/sent/60	927616080	Pacific Gas & Electric Company ("PG&E") - ISDA Master Agreementwith ECT	120
108	jones-t/sent/57	927626760	Lateral Files for EB 38, IP99 413 0005 0446	59
109	jones-t/sent/59	927692280	Panther LLC and Dakota LLC	59
110	jones-t/sent/65	927699420	Confidentiality Agreement	59
111	jones-t/sent/71	927766020	Re: ECT NYMEX Hedge Exemption Applications	59
112	hyvl-d/all_documents/31	927786540	Export of Gas From Alberta	53
113	jones-t/sent/72	927789360	Re: Lateral Files for EB 38, IP99 413 0005 0446	59
114	jones-t/sent/73	927789840	Form Revisions	59
115	jones-t/sent/74	927792960	Re: Cargill	59
116	jones-t/sent/75	927859260	New Counterparty	59
117	jones-t/sent/76	927878580	Duke Energy Trading and Marketing, L.L.C.	59
118	shackleton-s/sent/70	927887100	WELCOME BACK	120
119	shackleton-s/sent/71	928211880	The Dispatch Printing Company	120
120	taylor-m/sent/276	928214640	FYI	138
121	jones-t/sent/78	928217280	Legal/Credit Meeting	59
122	jones-t/sent/80	928287600	Husky Oil Limited/ECT Canada	59
123	taylor-m/sent/281	928290840	Group Meetings	138
124	taylor-m/sent/280	928290840	Group Meetings	138
125	taylor-m/sent/282	928291080	Omnibus Revisions?	138
126	jones-t/sent/86	928382940	Re: Futures Seminar	59
127	jones-t/sent/88	928385880	Re: Merrill	59
128	jones-t/sent/98	928656960	CFTC Form 40	59
129	jones-t/sent/103	928832580	Canadian Forms	59
130	stclair-c/all_documents/1	928899540	Draft of Amendment Agreement	130
131	stclair-c/all_documents/2	928899840	Draft Amendment Agreement	130
132	taylor-m/all_documents/348	928907580	FYI	65
133	taylor-m/all_documents/350	928914300	Re: Legal Meeting - 8 June 1999	65
134	jones-t/sent/109	928986480	Saga Petroleum	59
135	taylor-m/all_documents/352	929097180	Re: Internet	65
136	taylor-m/sent/294	929272980	Broker Agreement	138
137	shackleton-s/sent/78	929326320	Tuesday, June 15	120
138	taylor-m/sent/295	929331060	Napa Web Sites	138
139	nemec-g/sent/38	929352000	Bisti & Bloomfield Amendments	91
140	shackleton-s/sent/79	929356560	Swap group discussion issues	120
141	shackleton-s/sent/81	929434500	Swap group discussion issues	120
142	nemec-g/sent/46	929446800	Amendments to Bisti/Bloomfield Contracts	91
143	jones-t/sent/112	929500620	URGENT!!	59
144	sanders-r/sent/2021	929505480	Memorandum	113
145	taylor-m/sent/300	929507820	Wine Country	138
146	taylor-m/sent/302	929510460	Re: Invitation - Meeting to discuss CC's Foreign JurisdictionReport - London 2:30 / New York 9:30 (18 June 02:30 PM GDT)	138
147	sager-e/sent/735	929515140	Re: ENSE Control Area	109
148	taylor-m/sent/304	929516160	MEH Meetings with Newsome & Stenholm	138
149	jones-t/sent/116	929530620	NYMEX COB Spot Position	59
150	hyvl-d/all_documents/38	929586480	M/P worksheet: CXY Energy Marketing-ECT	26
151	nemec-g/sent/53	929594460	O&M Agreement Amendments	91
152	shackleton-s/sent/84	929608020	Meeting with Phil Bair	120
153	nemec-g/sent/59	929696040	Revised Bisti Schedule	91
154	hyvl-d/all_documents/41	930042660	Re: ECT Canada Master Agreements	26
155	shackleton-s/sent/103	930189840	Re: Omnibus Revisions?	120
156	taylor-m/sent/311	930192300	E-Commerce	138
157	taylor-m/sent/315	930204000	Re: Confirms	138
158	taylor-m/sent/316	930208680	Re: Confirms	138
159	taylor-m/sent/318	930219360	Re: OnLine Trading	138
160	haedicke-m/sent/11	930277620	Re: Online Trading	45
161	taylor-m/sent/321	930308940	Re: Vacation	138
162	nemec-g/sent/70	930536820	CSA Amendments	91
163	taylor-m/sent/324	930558240	Performance review time...	138
164	nemec-g/sent/71	930624600	CSA Amendment revisions	91
165	nemec-g/sent/72	930625860	NBV Letters	91
166	nemec-g/sent/74	930631200	Reimbursement Agreements	91
167	taylor-m/sent/327	930639600	Re: Disclaimer in HoustonStreet Press Release	138
168	shackleton-s/sent/112	930793800	ISDA	120
169	taylor-m/sent/329	930828360	Sunoco Master Swap and Master Physical	138
170	taylor-m/all_documents/406	931173780	Registration Process Questions	65
171	hyvl-d/all_documents/44	931226640	Canadian form of GTC as requested	26
172	shackleton-s/sent/121	931236420	Hedge Fund provisions for inclusion in the ISDA Schedule	120
173	shackleton-s/sent/122	931237740	Swap Group Discussion Issues	120
174	jones-t/sent/118	931248840	Falcon Creek Resources, Inc.	59
175	taylor-m/all_documents/408	931322880	RE: Registration Process Questions	65
176	sanders-r/sent/2050	931335780	California PX Silver Peak	113
177	haedicke-m/all_documents/26	931342080	Frazier	113
178	jones-t/sent/124	931346160	Movement of Forms	59
179	taylor-m/all_documents/410	931419120	EnronOnline Presentation - 8th July 1999	65
180	shackleton-s/sent/134	931420440	Counterparties with high volume of trades for 1999	120
181	sanders-r/sent/2052	931500900	NERC--Pls review ASAP	113
182	hyvl-d/all_documents/46	931506180	Master Agreements for Canadian Counterparties	26
183	shackleton-s/sent/139	931746900	Swaps in Brazil	120
184	taylor-m/sent/346	931767840	Re: Vacation Request	138
185	shackleton-s/sent/142	931769820	Derivatives Week	120
186	taylor-m/sent/348	931848000	Tom Gros	138
187	sager-e/sent/745	931849800	NERC Response to TVA letter - First Draft	109
188	shackleton-s/sent/147	931920900	Trading in Brazil	120
189	shackleton-s/sent/148	931930860	Re: ETOL ISDA	120
190	taylor-m/sent/349	931941420	Issue raised by London	138
191	shackleton-s/sent/151	931949040	Trading in Brazil	120
192	jones-t/sent/133	932004060	OMLX Application	59
193	taylor-m/sent/351	932007240	Credit Clause - online trading GTC's	138
194	shackleton-s/sent/155	932033160	Portucel (the Portuguese counterparty)	120
195	shackleton-s/all_documents/210	932093100	Confirmation for HPE, Inc.	4
196	jones-t/sent/137	932109720	Belco Oil & Gas Corp.	59
197	hyvl-d/all_documents/48	932111460	Canadian Agreements	95
198	taylor-m/all_documents/431	932347260	Re: ROETA	65
199	sager-e/sent/752	932434140	Jim Fallon in Charge of Power and Emissions Trading	109
200	sager-e/sent/754	932440860	Draft TVA Letter re Not purchasing energy	109
201	taylor-m/all_documents/435	932442240	Re: Internet Trading - partial online registration rider	65
202	jones-t/sent/142	932451360	Canadian Form Question	59
203	taylor-m/all_documents/436	932455920	Copyright Notice for EnronOnline	65
204	sager-e/sent/757	932465160	Sager's schedule	109
205	taylor-m/sent/358	932538900	Proposed revised collateral clause for Online GTCs	138
206	taylor-m/all_documents/443	932614020	Most recent Online presentation for information	65
207	taylor-m/sent/361	932617440	Independent Amounts	138
208	taylor-m/sent/362	932617680	Re: Performance review for David Portz	138
209	taylor-m/all_documents/451	932695560	Hello - Monday	65
210	shackleton-s/sent/180	932697840	Deal execution	120
211	shackleton-s/sent/181	932705760	National Gypsum	120
212	shackleton-s/sent/182	932707380	Re: National Gypsum	120
213	shackleton-s/sent/183	932707500	Xerox	120
214	shackleton-s/sent/187	932713980	Monday, July 26	120
215	taylor-m/all_documents/453	932715480	INPORTANT DOCUMENT	65
216	taylor-m/sent/365	932720100	Re: Deal execution	138
217	jones-t/sent/150	932978160	Canadian form change	59
218	taylor-m/sent/372	932985420	Derivatives: Ruling Against Texas Hospital Swap May Put SimilarDeals in Jeopardy	138
219	shackleton-s/sent/198	932990220	Re: Derivatives: Ruling Against Texas Hospital Swap May Put SimilarDeals in Jeopardy	120
220	shackleton-s/sent/201	933040020	Re: Canadian utilities	120
221	shackleton-s/all_documents/275	933051360	Alma Energy Corp.	4
222	jones-t/sent/154	933063840	Repo Agreement	59
223	taylor-m/all_documents/472	933092220	PA/ETA	65
224	shackleton-s/sent/207	933126720	Duke Master	120
225	jones-t/sent/155	933128880	Husky Oil	59
226	shackleton-s/sent/210	933128880	Biomass Transaction	120
227	shackleton-s/sent/211	933135060	Re: Eden - Siderca	120
228	shackleton-s/sent/212	933146220	Norampac and Cascades	120
229	hyvl-d/all_documents/54	933156000	Canadian Counterparties	95
230	taylor-m/all_documents/480	933185340	Re: PA/ETA	65
231	taylor-m/sent/379	933227340	Online Trading	138
232	taylor-m/all_documents/485	933241440	GTC	26
233	taylor-m/sent/380	933244860	Trading Lawyer Meeting	138
234	jones-t/sent/163	933298800	Leaving	59
235	taylor-m/sent/3423	933304320	E-Ticket Travel Itinerary and Receipt	138
236	taylor-m/sent/381	933304800	Online Trading Product Descriptions	138
237	taylor-m/sent/383	933322500	Counterparties versus Product Type Matrix	138
238	hyvl-d/all_documents/59	933328740	Re: ELEC Meeting	39
239	taylor-m/sent/384	933332040	Online Trading Documents	138
240	taylor-m/sent/385	933555120	Online Weather Transactions	138
241	shackleton-s/sent/220	933560580	Bankruptcy procedures	120
242	taylor-m/sent/388	933561660	Counterparties versus Product Type Matrix	138
243	shackleton-s/sent/225	933566340	Re: Duke Energy International ISDA	120
244	taylor-m/sent/389	933567180	OEM software	138
245	taylor-m/sent/392	933578400	Counterparties versus Product Type Matrix	138
246	shackleton-s/sent/226	933591060	Cargill, Inc.	120
247	shackleton-s/sent/228	933654660	ISDA	120
248	shackleton-s/sent/232	933661980	MSA Perez	120
249	shackleton-s/all_documents/331	933675960	Re: Central Puerto Power trade - Trade Date July 23, 1999	90
250	taylor-m/sent/400	933679320	Pending Issues	138
251	hyvl-d/all_documents/63	933753660	Enron Louisiana Mtg. 8/3	39
252	shackleton-s/sent/238	933753900	Brazil trip	120
253	taylor-m/sent/407	933771600	WIlton Trust confirms.	138
254	taylor-m/sent/408	933771660	Re: ECT EUROPE INC: ETOL PUT COUNTERPARTY	138
255	taylor-m/sent/409	933771660	Watershed - executive summary and chart	138
256	sager-e/sent/761	933832860	Sager vacation	109
257	nemec-g/sent/118	933849240	WT1 LOI	91
258	taylor-m/sent/421	933855240	Restriced Master Agreements	138
259	taylor-m/sent/424	933904500	Re: Restricted Master Agreements	138
260	shackleton-s/sent/244	933904560	Re: Restriced Master Agreements	120
261	shackleton-s/sent/246	933905460	Enron	120
262	taylor-m/sent/426	933913560	CP's with Master Agreement Restrictions	138
263	taylor-m/sent/425	933913560	Re: Restriced Master Agreements	138
264	hyvl-d/all_documents/65	934195080	Master Firm Threshold Language	95
265	taylor-m/sent/427	934238220	Re: Restricted Master Agreements	138
266	taylor-m/all_documents/540	934252500	Re: FINAL AGENDA FOR LEGAL SIGN OFF MEETING - MONDAY 9TH AUGUST	65
267	shackleton-s/sent/6369	934257960	John Roberts Holdings Limited	120
268	hyvl-d/all_documents/66	934267200	Lakeland Termsheet	53
269	shackleton-s/sent/256	934274580	Re: Financial products for Brazilian trading	120
270	shackleton-s/sent/259	934339380	ISDA for TOTAL Austral S.A.	120
271	shackleton-s/sent/260	934346100	Empresa Distribuidora de Energia Norte	120
272	jones-t/sent/182	934347060	Revised ISDA Multicurrency Agreement	59
273	shackleton-s/sent/262	934355340	Empresa Distribuidora de Energia Sur	120
274	shackleton-s/sent/266	934422120		120
275	shackleton-s/sent/267	934425480	New List for you	120
